Alpha	Test	Train	Model	R_sq	Anc2	Anc1
0.897	PRS1_ML	pmbb_eur	LDpred-p1	3.68	afr	eur
0.898	PRS1_ML	pmbb_eur	LDpred-p1	3.66	afr	eur
0.899	PRS1_ML	pmbb_eur	LDpred-p1	3.65	afr	eur
0.9	PRS1_ML	pmbb_eur	LDpred-p1	3.63	afr	eur
0.901	PRS1_ML	pmbb_eur	LDpred-p1	3.61	afr	eur
0.902	PRS1_ML	pmbb_eur	LDpred-p1	3.59	afr	eur
0.903	PRS1_ML	pmbb_eur	LDpred-p1	3.57	afr	eur
0.904	PRS1_ML	pmbb_eur	LDpred-p1	3.55	afr	eur
0.905	PRS1_ML	pmbb_eur	LDpred-p1	3.53	afr	eur
0.906	PRS1_ML	pmbb_eur	LDpred-p1	3.51	afr	eur
0.907	PRS1_ML	pmbb_eur	LDpred-p1	3.49	afr	eur
0.908	PRS1_ML	pmbb_eur	LDpred-p1	3.47	afr	eur
0.909	PRS1_ML	pmbb_eur	LDpred-p1	3.46	afr	eur
0.91	PRS1_ML	pmbb_eur	LDpred-p1	3.44	afr	eur
0.911	PRS1_ML	pmbb_eur	LDpred-p1	3.42	afr	eur
0.912	PRS1_ML	pmbb_eur	LDpred-p1	3.4	afr	eur
0.913	PRS1_ML	pmbb_eur	LDpred-p1	3.38	afr	eur
0.914	PRS1_ML	pmbb_eur	LDpred-p1	3.36	afr	eur
0.915	PRS1_ML	pmbb_eur	LDpred-p1	3.34	afr	eur
0.916	PRS1_ML	pmbb_eur	LDpred-p1	3.32	afr	eur
0.917	PRS1_ML	pmbb_eur	LDpred-p1	3.3	afr	eur
0.918	PRS1_ML	pmbb_eur	LDpred-p1	3.28	afr	eur
0.919	PRS1_ML	pmbb_eur	LDpred-p1	3.26	afr	eur
0.92	PRS1_ML	pmbb_eur	LDpred-p1	3.24	afr	eur
0.921	PRS1_ML	pmbb_eur	LDpred-p1	3.22	afr	eur
0.922	PRS1_ML	pmbb_eur	LDpred-p1	3.2	afr	eur
0.923	PRS1_ML	pmbb_eur	LDpred-p1	3.18	afr	eur
0.924	PRS1_ML	pmbb_eur	LDpred-p1	3.16	afr	eur
0.925	PRS1_ML	pmbb_eur	LDpred-p1	3.15	afr	eur
0.926	PRS1_ML	pmbb_eur	LDpred-p1	3.13	afr	eur
0.927	PRS1_ML	pmbb_eur	LDpred-p1	3.11	afr	eur
0.928	PRS1_ML	pmbb_eur	LDpred-p1	3.09	afr	eur
0.929	PRS1_ML	pmbb_eur	LDpred-p1	3.07	afr	eur
0.93	PRS1_ML	pmbb_eur	LDpred-p1	3.05	afr	eur
0.931	PRS1_ML	pmbb_eur	LDpred-p1	3.03	afr	eur
0.932	PRS1_ML	pmbb_eur	LDpred-p1	3.01	afr	eur
0.933	PRS1_ML	pmbb_eur	LDpred-p1	2.99	afr	eur
0.934	PRS1_ML	pmbb_eur	LDpred-p1	2.97	afr	eur
0.935	PRS1_ML	pmbb_eur	LDpred-p1	2.95	afr	eur
0.936	PRS1_ML	pmbb_eur	LDpred-p1	2.93	afr	eur
0.937	PRS1_ML	pmbb_eur	LDpred-p1	2.91	afr	eur
0.938	PRS1_ML	pmbb_eur	LDpred-p1	2.89	afr	eur
0.939	PRS1_ML	pmbb_eur	LDpred-p1	2.87	afr	eur
0.94	PRS1_ML	pmbb_eur	LDpred-p1	2.85	afr	eur
0.941	PRS1_ML	pmbb_eur	LDpred-p1	2.83	afr	eur
0.942	PRS1_ML	pmbb_eur	LDpred-p1	2.81	afr	eur
0.943	PRS1_ML	pmbb_eur	LDpred-p1	2.79	afr	eur
0.944	PRS1_ML	pmbb_eur	LDpred-p1	2.77	afr	eur
0.945	PRS1_ML	pmbb_eur	LDpred-p1	2.75	afr	eur
0.946	PRS1_ML	pmbb_eur	LDpred-p1	2.73	afr	eur
0.947	PRS1_ML	pmbb_eur	LDpred-p1	2.71	afr	eur
0.948	PRS1_ML	pmbb_eur	LDpred-p1	2.69	afr	eur
0.949	PRS1_ML	pmbb_eur	LDpred-p1	2.67	afr	eur
0.95	PRS1_ML	pmbb_eur	LDpred-p1	2.65	afr	eur
0.951	PRS1_ML	pmbb_eur	LDpred-p1	2.63	afr	eur
0.952	PRS1_ML	pmbb_eur	LDpred-p1	2.61	afr	eur
0.953	PRS1_ML	pmbb_eur	LDpred-p1	2.59	afr	eur
0.954	PRS1_ML	pmbb_eur	LDpred-p1	2.57	afr	eur
0.955	PRS1_ML	pmbb_eur	LDpred-p1	2.55	afr	eur
0.956	PRS1_ML	pmbb_eur	LDpred-p1	2.53	afr	eur
0.957	PRS1_ML	pmbb_eur	LDpred-p1	2.51	afr	eur
0.958	PRS1_ML	pmbb_eur	LDpred-p1	2.49	afr	eur
0.959	PRS1_ML	pmbb_eur	LDpred-p1	2.47	afr	eur
0.96	PRS1_ML	pmbb_eur	LDpred-p1	2.45	afr	eur
0.961	PRS1_ML	pmbb_eur	LDpred-p1	2.43	afr	eur
0.962	PRS1_ML	pmbb_eur	LDpred-p1	2.41	afr	eur
0.963	PRS1_ML	pmbb_eur	LDpred-p1	2.39	afr	eur
0.964	PRS1_ML	pmbb_eur	LDpred-p1	2.37	afr	eur
0.965	PRS1_ML	pmbb_eur	LDpred-p1	2.35	afr	eur
0.966	PRS1_ML	pmbb_eur	LDpred-p1	2.33	afr	eur
0.967	PRS1_ML	pmbb_eur	LDpred-p1	2.31	afr	eur
0.968	PRS1_ML	pmbb_eur	LDpred-p1	2.3	afr	eur
0.969	PRS1_ML	pmbb_eur	LDpred-p1	2.28	afr	eur
0.97	PRS1_ML	pmbb_eur	LDpred-p1	2.26	afr	eur
0.971	PRS1_ML	pmbb_eur	LDpred-p1	2.24	afr	eur
0.972	PRS1_ML	pmbb_eur	LDpred-p1	2.22	afr	eur
0.973	PRS1_ML	pmbb_eur	LDpred-p1	2.2	afr	eur
0.974	PRS1_ML	pmbb_eur	LDpred-p1	2.18	afr	eur
0.975	PRS1_ML	pmbb_eur	LDpred-p1	2.16	afr	eur
0.976	PRS1_ML	pmbb_eur	LDpred-p1	2.14	afr	eur
0.977	PRS1_ML	pmbb_eur	LDpred-p1	2.12	afr	eur
0.978	PRS1_ML	pmbb_eur	LDpred-p1	2.1	afr	eur
0.979	PRS1_ML	pmbb_eur	LDpred-p1	2.08	afr	eur
0.98	PRS1_ML	pmbb_eur	LDpred-p1	2.06	afr	eur
0.981	PRS1_ML	pmbb_eur	LDpred-p1	2.04	afr	eur
0.982	PRS1_ML	pmbb_eur	LDpred-p1	2.02	afr	eur
0.983	PRS1_ML	pmbb_eur	LDpred-p1	2	afr	eur
0.984	PRS1_ML	pmbb_eur	LDpred-p1	1.98	afr	eur
0.985	PRS1_ML	pmbb_eur	LDpred-p1	1.97	afr	eur
0.986	PRS1_ML	pmbb_eur	LDpred-p1	1.95	afr	eur
0.987	PRS1_ML	pmbb_eur	LDpred-p1	1.93	afr	eur
0.988	PRS1_ML	pmbb_eur	LDpred-p1	1.91	afr	eur
0.989	PRS1_ML	pmbb_eur	LDpred-p1	1.89	afr	eur
0.99	PRS1_ML	pmbb_eur	LDpred-p1	1.87	afr	eur
0.991	PRS1_ML	pmbb_eur	LDpred-p1	1.85	afr	eur
0.992	PRS1_ML	pmbb_eur	LDpred-p1	1.83	afr	eur
0.993	PRS1_ML	pmbb_eur	LDpred-p1	1.81	afr	eur
0.994	PRS1_ML	pmbb_eur	LDpred-p1	1.8	afr	eur
0.995	PRS1_ML	pmbb_eur	LDpred-p1	1.78	afr	eur
0.996	PRS1_ML	pmbb_eur	LDpred-p1	1.76	afr	eur
0.997	PRS1_ML	pmbb_eur	LDpred-p1	1.74	afr	eur
0.998	PRS1_ML	pmbb_eur	LDpred-p1	1.72	afr	eur
0.999	PRS1_ML	pmbb_eur	LDpred-p1	1.7	afr	eur
1	PRS1_ML	pmbb_eur	LDpred-p1	1.68	afr	eur
0	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.001	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.002	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.003	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.004	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.005	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.006	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.007	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.008	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.009	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.01	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.011	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.012	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.013	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.014	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.015	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.016	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.017	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.018	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.019	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.02	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.021	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.022	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.023	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.024	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.025	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.026	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.027	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.028	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.029	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.03	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.031	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.032	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.033	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.034	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.035	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.036	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.037	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.038	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.039	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.04	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.041	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.042	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.043	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.044	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.045	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.046	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.047	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.048	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.049	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.05	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.051	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.052	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.053	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.054	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.055	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.056	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.057	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.058	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.059	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.06	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.061	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.062	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.063	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.064	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.065	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.066	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.067	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.068	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.069	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.07	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.071	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.072	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.073	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.074	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.075	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.076	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.077	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.078	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.079	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.08	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.081	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.082	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.083	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.084	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.085	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.086	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.087	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.088	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.089	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.09	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.091	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.092	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.093	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.094	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.095	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.096	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.097	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.098	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.099	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.1	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.101	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.102	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.103	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.104	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.105	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.106	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.107	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.108	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.109	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.11	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.111	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.112	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.113	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.114	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.115	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.116	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.117	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.118	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.119	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.12	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.121	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.122	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.123	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.124	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.125	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.126	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.127	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.128	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.129	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.13	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.131	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.132	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.133	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.134	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.135	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.136	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.137	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.138	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.139	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.14	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.141	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.142	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.143	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.144	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.145	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.146	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.147	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.148	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.149	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.15	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.151	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.152	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.153	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.154	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.155	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.156	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.157	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.158	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.159	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.16	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.161	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.162	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.163	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.164	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.165	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.166	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.167	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.168	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.169	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.17	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.171	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.172	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.173	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.174	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.175	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.176	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.177	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.178	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.179	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.18	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.181	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.182	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.183	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.184	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.185	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.186	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.187	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.188	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.189	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.19	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.191	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.192	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.193	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.194	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.195	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.196	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.197	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.198	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.199	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.2	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.201	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.202	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.203	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.204	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.205	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.206	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.207	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.208	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.209	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.21	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.211	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.212	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.213	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.214	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.215	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.216	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.217	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.218	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.219	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.22	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.221	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.222	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.223	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.224	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.225	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.226	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.227	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.228	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.229	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.23	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.231	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.232	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.233	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.234	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.235	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.236	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.237	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.238	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.239	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.24	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.241	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.242	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.243	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.244	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.245	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.246	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.247	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.248	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.249	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.25	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.251	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.252	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.253	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.254	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.255	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.256	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.257	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.258	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.259	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.26	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.261	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
0.262	PRS2_BM	pmbb_eur	LDpred-p1	7.3	afr	eur
