Alpha	Test	Train	Model	R_sq	Anc2	Anc1
0.701	PRS1_ML	chi	LDpred-p03	1.15	afr	eur
0.702	PRS1_ML	chi	LDpred-p03	1.16	afr	eur
0.703	PRS1_ML	chi	LDpred-p03	1.16	afr	eur
0.704	PRS1_ML	chi	LDpred-p03	1.17	afr	eur
0.705	PRS1_ML	chi	LDpred-p03	1.17	afr	eur
0.706	PRS1_ML	chi	LDpred-p03	1.18	afr	eur
0.707	PRS1_ML	chi	LDpred-p03	1.18	afr	eur
0.708	PRS1_ML	chi	LDpred-p03	1.19	afr	eur
0.709	PRS1_ML	chi	LDpred-p03	1.19	afr	eur
0.71	PRS1_ML	chi	LDpred-p03	1.2	afr	eur
0.711	PRS1_ML	chi	LDpred-p03	1.2	afr	eur
0.712	PRS1_ML	chi	LDpred-p03	1.21	afr	eur
0.713	PRS1_ML	chi	LDpred-p03	1.21	afr	eur
0.714	PRS1_ML	chi	LDpred-p03	1.22	afr	eur
0.715	PRS1_ML	chi	LDpred-p03	1.22	afr	eur
0.716	PRS1_ML	chi	LDpred-p03	1.23	afr	eur
0.717	PRS1_ML	chi	LDpred-p03	1.23	afr	eur
0.718	PRS1_ML	chi	LDpred-p03	1.24	afr	eur
0.719	PRS1_ML	chi	LDpred-p03	1.24	afr	eur
0.72	PRS1_ML	chi	LDpred-p03	1.25	afr	eur
0.721	PRS1_ML	chi	LDpred-p03	1.25	afr	eur
0.722	PRS1_ML	chi	LDpred-p03	1.26	afr	eur
0.723	PRS1_ML	chi	LDpred-p03	1.26	afr	eur
0.724	PRS1_ML	chi	LDpred-p03	1.27	afr	eur
0.725	PRS1_ML	chi	LDpred-p03	1.27	afr	eur
0.726	PRS1_ML	chi	LDpred-p03	1.28	afr	eur
0.727	PRS1_ML	chi	LDpred-p03	1.28	afr	eur
0.728	PRS1_ML	chi	LDpred-p03	1.29	afr	eur
0.729	PRS1_ML	chi	LDpred-p03	1.29	afr	eur
0.73	PRS1_ML	chi	LDpred-p03	1.3	afr	eur
0.731	PRS1_ML	chi	LDpred-p03	1.3	afr	eur
0.732	PRS1_ML	chi	LDpred-p03	1.31	afr	eur
0.733	PRS1_ML	chi	LDpred-p03	1.31	afr	eur
0.734	PRS1_ML	chi	LDpred-p03	1.32	afr	eur
0.735	PRS1_ML	chi	LDpred-p03	1.32	afr	eur
0.736	PRS1_ML	chi	LDpred-p03	1.33	afr	eur
0.737	PRS1_ML	chi	LDpred-p03	1.33	afr	eur
0.738	PRS1_ML	chi	LDpred-p03	1.34	afr	eur
0.739	PRS1_ML	chi	LDpred-p03	1.34	afr	eur
0.74	PRS1_ML	chi	LDpred-p03	1.35	afr	eur
0.741	PRS1_ML	chi	LDpred-p03	1.36	afr	eur
0.742	PRS1_ML	chi	LDpred-p03	1.36	afr	eur
0.743	PRS1_ML	chi	LDpred-p03	1.37	afr	eur
0.744	PRS1_ML	chi	LDpred-p03	1.37	afr	eur
0.745	PRS1_ML	chi	LDpred-p03	1.38	afr	eur
0.746	PRS1_ML	chi	LDpred-p03	1.38	afr	eur
0.747	PRS1_ML	chi	LDpred-p03	1.39	afr	eur
0.748	PRS1_ML	chi	LDpred-p03	1.39	afr	eur
0.749	PRS1_ML	chi	LDpred-p03	1.4	afr	eur
0.75	PRS1_ML	chi	LDpred-p03	1.41	afr	eur
0.751	PRS1_ML	chi	LDpred-p03	1.41	afr	eur
0.752	PRS1_ML	chi	LDpred-p03	1.42	afr	eur
0.753	PRS1_ML	chi	LDpred-p03	1.42	afr	eur
0.754	PRS1_ML	chi	LDpred-p03	1.43	afr	eur
0.755	PRS1_ML	chi	LDpred-p03	1.43	afr	eur
0.756	PRS1_ML	chi	LDpred-p03	1.44	afr	eur
0.757	PRS1_ML	chi	LDpred-p03	1.45	afr	eur
0.758	PRS1_ML	chi	LDpred-p03	1.45	afr	eur
0.759	PRS1_ML	chi	LDpred-p03	1.46	afr	eur
0.76	PRS1_ML	chi	LDpred-p03	1.46	afr	eur
0.761	PRS1_ML	chi	LDpred-p03	1.47	afr	eur
0.762	PRS1_ML	chi	LDpred-p03	1.47	afr	eur
0.763	PRS1_ML	chi	LDpred-p03	1.48	afr	eur
0.764	PRS1_ML	chi	LDpred-p03	1.49	afr	eur
0.765	PRS1_ML	chi	LDpred-p03	1.49	afr	eur
0.766	PRS1_ML	chi	LDpred-p03	1.5	afr	eur
0.767	PRS1_ML	chi	LDpred-p03	1.5	afr	eur
0.768	PRS1_ML	chi	LDpred-p03	1.51	afr	eur
0.769	PRS1_ML	chi	LDpred-p03	1.52	afr	eur
0.77	PRS1_ML	chi	LDpred-p03	1.52	afr	eur
0.771	PRS1_ML	chi	LDpred-p03	1.53	afr	eur
0.772	PRS1_ML	chi	LDpred-p03	1.53	afr	eur
0.773	PRS1_ML	chi	LDpred-p03	1.54	afr	eur
0.774	PRS1_ML	chi	LDpred-p03	1.55	afr	eur
0.775	PRS1_ML	chi	LDpred-p03	1.55	afr	eur
0.776	PRS1_ML	chi	LDpred-p03	1.56	afr	eur
0.777	PRS1_ML	chi	LDpred-p03	1.57	afr	eur
0.778	PRS1_ML	chi	LDpred-p03	1.57	afr	eur
0.779	PRS1_ML	chi	LDpred-p03	1.58	afr	eur
0.78	PRS1_ML	chi	LDpred-p03	1.58	afr	eur
0.781	PRS1_ML	chi	LDpred-p03	1.59	afr	eur
0.782	PRS1_ML	chi	LDpred-p03	1.6	afr	eur
0.783	PRS1_ML	chi	LDpred-p03	1.6	afr	eur
0.784	PRS1_ML	chi	LDpred-p03	1.61	afr	eur
0.785	PRS1_ML	chi	LDpred-p03	1.62	afr	eur
0.786	PRS1_ML	chi	LDpred-p03	1.62	afr	eur
0.787	PRS1_ML	chi	LDpred-p03	1.63	afr	eur
0.788	PRS1_ML	chi	LDpred-p03	1.63	afr	eur
0.789	PRS1_ML	chi	LDpred-p03	1.64	afr	eur
0.79	PRS1_ML	chi	LDpred-p03	1.65	afr	eur
0.791	PRS1_ML	chi	LDpred-p03	1.65	afr	eur
0.792	PRS1_ML	chi	LDpred-p03	1.66	afr	eur
0.793	PRS1_ML	chi	LDpred-p03	1.67	afr	eur
0.794	PRS1_ML	chi	LDpred-p03	1.67	afr	eur
0.795	PRS1_ML	chi	LDpred-p03	1.68	afr	eur
0.796	PRS1_ML	chi	LDpred-p03	1.69	afr	eur
0.797	PRS1_ML	chi	LDpred-p03	1.69	afr	eur
0.798	PRS1_ML	chi	LDpred-p03	1.7	afr	eur
0.799	PRS1_ML	chi	LDpred-p03	1.71	afr	eur
0.8	PRS1_ML	chi	LDpred-p03	1.71	afr	eur
0.801	PRS1_ML	chi	LDpred-p03	1.72	afr	eur
0.802	PRS1_ML	chi	LDpred-p03	1.72	afr	eur
0.803	PRS1_ML	chi	LDpred-p03	1.73	afr	eur
0.804	PRS1_ML	chi	LDpred-p03	1.74	afr	eur
0.805	PRS1_ML	chi	LDpred-p03	1.74	afr	eur
0.806	PRS1_ML	chi	LDpred-p03	1.75	afr	eur
0.807	PRS1_ML	chi	LDpred-p03	1.76	afr	eur
0.808	PRS1_ML	chi	LDpred-p03	1.76	afr	eur
0.809	PRS1_ML	chi	LDpred-p03	1.77	afr	eur
0.81	PRS1_ML	chi	LDpred-p03	1.78	afr	eur
0.811	PRS1_ML	chi	LDpred-p03	1.78	afr	eur
0.812	PRS1_ML	chi	LDpred-p03	1.79	afr	eur
0.813	PRS1_ML	chi	LDpred-p03	1.8	afr	eur
0.814	PRS1_ML	chi	LDpred-p03	1.8	afr	eur
0.815	PRS1_ML	chi	LDpred-p03	1.81	afr	eur
0.816	PRS1_ML	chi	LDpred-p03	1.82	afr	eur
0.817	PRS1_ML	chi	LDpred-p03	1.82	afr	eur
0.818	PRS1_ML	chi	LDpred-p03	1.83	afr	eur
0.819	PRS1_ML	chi	LDpred-p03	1.84	afr	eur
0.82	PRS1_ML	chi	LDpred-p03	1.84	afr	eur
0.821	PRS1_ML	chi	LDpred-p03	1.85	afr	eur
0.822	PRS1_ML	chi	LDpred-p03	1.86	afr	eur
0.823	PRS1_ML	chi	LDpred-p03	1.86	afr	eur
0.824	PRS1_ML	chi	LDpred-p03	1.87	afr	eur
0.825	PRS1_ML	chi	LDpred-p03	1.88	afr	eur
0.826	PRS1_ML	chi	LDpred-p03	1.88	afr	eur
0.827	PRS1_ML	chi	LDpred-p03	1.89	afr	eur
0.828	PRS1_ML	chi	LDpred-p03	1.9	afr	eur
0.829	PRS1_ML	chi	LDpred-p03	1.9	afr	eur
0.83	PRS1_ML	chi	LDpred-p03	1.91	afr	eur
0.831	PRS1_ML	chi	LDpred-p03	1.92	afr	eur
0.832	PRS1_ML	chi	LDpred-p03	1.92	afr	eur
0.833	PRS1_ML	chi	LDpred-p03	1.93	afr	eur
0.834	PRS1_ML	chi	LDpred-p03	1.94	afr	eur
0.835	PRS1_ML	chi	LDpred-p03	1.95	afr	eur
0.836	PRS1_ML	chi	LDpred-p03	1.95	afr	eur
0.837	PRS1_ML	chi	LDpred-p03	1.96	afr	eur
0.838	PRS1_ML	chi	LDpred-p03	1.97	afr	eur
0.839	PRS1_ML	chi	LDpred-p03	1.97	afr	eur
0.84	PRS1_ML	chi	LDpred-p03	1.98	afr	eur
0.841	PRS1_ML	chi	LDpred-p03	1.99	afr	eur
0.842	PRS1_ML	chi	LDpred-p03	1.99	afr	eur
0.843	PRS1_ML	chi	LDpred-p03	2	afr	eur
0.844	PRS1_ML	chi	LDpred-p03	2.01	afr	eur
0.845	PRS1_ML	chi	LDpred-p03	2.01	afr	eur
0.846	PRS1_ML	chi	LDpred-p03	2.02	afr	eur
0.847	PRS1_ML	chi	LDpred-p03	2.03	afr	eur
0.848	PRS1_ML	chi	LDpred-p03	2.03	afr	eur
0.849	PRS1_ML	chi	LDpred-p03	2.04	afr	eur
0.85	PRS1_ML	chi	LDpred-p03	2.05	afr	eur
0.851	PRS1_ML	chi	LDpred-p03	2.05	afr	eur
0.852	PRS1_ML	chi	LDpred-p03	2.06	afr	eur
0.853	PRS1_ML	chi	LDpred-p03	2.07	afr	eur
0.854	PRS1_ML	chi	LDpred-p03	2.07	afr	eur
0.855	PRS1_ML	chi	LDpred-p03	2.08	afr	eur
0.856	PRS1_ML	chi	LDpred-p03	2.09	afr	eur
0.857	PRS1_ML	chi	LDpred-p03	2.09	afr	eur
0.858	PRS1_ML	chi	LDpred-p03	2.1	afr	eur
0.859	PRS1_ML	chi	LDpred-p03	2.11	afr	eur
0.86	PRS1_ML	chi	LDpred-p03	2.11	afr	eur
0.861	PRS1_ML	chi	LDpred-p03	2.12	afr	eur
0.862	PRS1_ML	chi	LDpred-p03	2.13	afr	eur
0.863	PRS1_ML	chi	LDpred-p03	2.13	afr	eur
0.864	PRS1_ML	chi	LDpred-p03	2.14	afr	eur
0.865	PRS1_ML	chi	LDpred-p03	2.14	afr	eur
0.866	PRS1_ML	chi	LDpred-p03	2.15	afr	eur
0.867	PRS1_ML	chi	LDpred-p03	2.16	afr	eur
0.868	PRS1_ML	chi	LDpred-p03	2.16	afr	eur
0.869	PRS1_ML	chi	LDpred-p03	2.17	afr	eur
0.87	PRS1_ML	chi	LDpred-p03	2.18	afr	eur
0.871	PRS1_ML	chi	LDpred-p03	2.18	afr	eur
0.872	PRS1_ML	chi	LDpred-p03	2.19	afr	eur
0.873	PRS1_ML	chi	LDpred-p03	2.2	afr	eur
0.874	PRS1_ML	chi	LDpred-p03	2.2	afr	eur
0.875	PRS1_ML	chi	LDpred-p03	2.21	afr	eur
0.876	PRS1_ML	chi	LDpred-p03	2.21	afr	eur
0.877	PRS1_ML	chi	LDpred-p03	2.22	afr	eur
0.878	PRS1_ML	chi	LDpred-p03	2.23	afr	eur
0.879	PRS1_ML	chi	LDpred-p03	2.23	afr	eur
0.88	PRS1_ML	chi	LDpred-p03	2.24	afr	eur
0.881	PRS1_ML	chi	LDpred-p03	2.24	afr	eur
0.882	PRS1_ML	chi	LDpred-p03	2.25	afr	eur
0.883	PRS1_ML	chi	LDpred-p03	2.26	afr	eur
0.884	PRS1_ML	chi	LDpred-p03	2.26	afr	eur
0.885	PRS1_ML	chi	LDpred-p03	2.27	afr	eur
0.886	PRS1_ML	chi	LDpred-p03	2.27	afr	eur
0.887	PRS1_ML	chi	LDpred-p03	2.28	afr	eur
0.888	PRS1_ML	chi	LDpred-p03	2.29	afr	eur
0.889	PRS1_ML	chi	LDpred-p03	2.29	afr	eur
0.89	PRS1_ML	chi	LDpred-p03	2.3	afr	eur
0.891	PRS1_ML	chi	LDpred-p03	2.3	afr	eur
0.892	PRS1_ML	chi	LDpred-p03	2.31	afr	eur
0.893	PRS1_ML	chi	LDpred-p03	2.31	afr	eur
0.894	PRS1_ML	chi	LDpred-p03	2.32	afr	eur
0.895	PRS1_ML	chi	LDpred-p03	2.33	afr	eur
0.896	PRS1_ML	chi	LDpred-p03	2.33	afr	eur
0.897	PRS1_ML	chi	LDpred-p03	2.34	afr	eur
0.898	PRS1_ML	chi	LDpred-p03	2.34	afr	eur
0.899	PRS1_ML	chi	LDpred-p03	2.35	afr	eur
0.9	PRS1_ML	chi	LDpred-p03	2.35	afr	eur
0.901	PRS1_ML	chi	LDpred-p03	2.36	afr	eur
0.902	PRS1_ML	chi	LDpred-p03	2.36	afr	eur
0.903	PRS1_ML	chi	LDpred-p03	2.37	afr	eur
0.904	PRS1_ML	chi	LDpred-p03	2.37	afr	eur
0.905	PRS1_ML	chi	LDpred-p03	2.38	afr	eur
0.906	PRS1_ML	chi	LDpred-p03	2.38	afr	eur
0.907	PRS1_ML	chi	LDpred-p03	2.39	afr	eur
0.908	PRS1_ML	chi	LDpred-p03	2.39	afr	eur
0.909	PRS1_ML	chi	LDpred-p03	2.4	afr	eur
0.91	PRS1_ML	chi	LDpred-p03	2.4	afr	eur
0.911	PRS1_ML	chi	LDpred-p03	2.41	afr	eur
0.912	PRS1_ML	chi	LDpred-p03	2.41	afr	eur
0.913	PRS1_ML	chi	LDpred-p03	2.42	afr	eur
0.914	PRS1_ML	chi	LDpred-p03	2.42	afr	eur
0.915	PRS1_ML	chi	LDpred-p03	2.43	afr	eur
0.916	PRS1_ML	chi	LDpred-p03	2.43	afr	eur
0.917	PRS1_ML	chi	LDpred-p03	2.44	afr	eur
0.918	PRS1_ML	chi	LDpred-p03	2.44	afr	eur
0.919	PRS1_ML	chi	LDpred-p03	2.44	afr	eur
0.92	PRS1_ML	chi	LDpred-p03	2.45	afr	eur
0.921	PRS1_ML	chi	LDpred-p03	2.45	afr	eur
0.922	PRS1_ML	chi	LDpred-p03	2.46	afr	eur
0.923	PRS1_ML	chi	LDpred-p03	2.46	afr	eur
0.924	PRS1_ML	chi	LDpred-p03	2.46	afr	eur
0.925	PRS1_ML	chi	LDpred-p03	2.47	afr	eur
0.926	PRS1_ML	chi	LDpred-p03	2.47	afr	eur
0.927	PRS1_ML	chi	LDpred-p03	2.48	afr	eur
0.928	PRS1_ML	chi	LDpred-p03	2.48	afr	eur
0.929	PRS1_ML	chi	LDpred-p03	2.48	afr	eur
0.93	PRS1_ML	chi	LDpred-p03	2.49	afr	eur
0.931	PRS1_ML	chi	LDpred-p03	2.49	afr	eur
0.932	PRS1_ML	chi	LDpred-p03	2.49	afr	eur
0.933	PRS1_ML	chi	LDpred-p03	2.5	afr	eur
0.934	PRS1_ML	chi	LDpred-p03	2.5	afr	eur
0.935	PRS1_ML	chi	LDpred-p03	2.5	afr	eur
0.936	PRS1_ML	chi	LDpred-p03	2.51	afr	eur
0.937	PRS1_ML	chi	LDpred-p03	2.51	afr	eur
0.938	PRS1_ML	chi	LDpred-p03	2.51	afr	eur
0.939	PRS1_ML	chi	LDpred-p03	2.52	afr	eur
0.94	PRS1_ML	chi	LDpred-p03	2.52	afr	eur
0.941	PRS1_ML	chi	LDpred-p03	2.52	afr	eur
0.942	PRS1_ML	chi	LDpred-p03	2.52	afr	eur
0.943	PRS1_ML	chi	LDpred-p03	2.53	afr	eur
0.944	PRS1_ML	chi	LDpred-p03	2.53	afr	eur
0.945	PRS1_ML	chi	LDpred-p03	2.53	afr	eur
0.946	PRS1_ML	chi	LDpred-p03	2.53	afr	eur
0.947	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0.948	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0.949	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0.95	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0.951	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.952	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.953	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.954	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.955	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.956	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.957	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.958	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.959	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.96	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.961	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.962	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.963	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.964	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.965	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.966	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.967	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.968	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.969	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.97	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.971	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.972	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.973	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.974	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.975	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.976	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.977	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.978	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.979	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.98	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.981	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.982	PRS1_ML	chi	LDpred-p03	2.57	afr	eur
0.983	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.984	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.985	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.986	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.987	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.988	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.989	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.99	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.991	PRS1_ML	chi	LDpred-p03	2.56	afr	eur
0.992	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.993	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.994	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.995	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.996	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.997	PRS1_ML	chi	LDpred-p03	2.55	afr	eur
0.998	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0.999	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
1	PRS1_ML	chi	LDpred-p03	2.54	afr	eur
0	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.001	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.002	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.003	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.004	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.005	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.006	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.007	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.008	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.009	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.01	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.011	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.012	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.013	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.014	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.015	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.016	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.017	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.018	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.019	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.02	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.021	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.022	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.023	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.024	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.025	PRS2_BM	chi	LDpred-p03	0.14	afr	eur
0.026	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.027	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.028	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.029	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.03	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.031	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.032	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.033	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.034	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.035	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.036	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.037	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.038	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.039	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.04	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.041	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.042	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.043	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.044	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.045	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.046	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.047	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.048	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.049	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.05	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.051	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.052	PRS2_BM	chi	LDpred-p03	0.15	afr	eur
0.053	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.054	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.055	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.056	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.057	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.058	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.059	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.06	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.061	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.062	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.063	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.064	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.065	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.066	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.067	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.068	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.069	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.07	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.071	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.072	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.073	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.074	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.075	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.076	PRS2_BM	chi	LDpred-p03	0.16	afr	eur
0.077	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.078	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.079	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.08	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.081	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.082	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.083	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.084	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.085	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.086	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.087	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.088	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.089	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.09	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.091	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.092	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.093	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.094	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.095	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.096	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.097	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.098	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.099	PRS2_BM	chi	LDpred-p03	0.17	afr	eur
0.1	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.101	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.102	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.103	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.104	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.105	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.106	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.107	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.108	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.109	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.11	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.111	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.112	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.113	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.114	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.115	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.116	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.117	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.118	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.119	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.12	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.121	PRS2_BM	chi	LDpred-p03	0.18	afr	eur
0.122	PRS2_BM	chi	LDpred-p03	0.19	afr	eur
